date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-10-06 00:00:00+00:00,1451.02,1484.52,1445.01,1475.5,1304752,72.4681839507,74.1412719594,72.1680269676,73.6907867702,26095040,0.0,1.0
2020-10-07 00:00:00+00:00,1459.14,1468.97,1433.23,1459.31,1805448,72.8737205068,73.3646594658,71.5796993037,72.8822108042,36108960,0.0,1.0
2020-10-08 00:00:00+00:00,1483.43,1488.0275,1465.45,1465.45,1303802,74.0868341704,74.316446771,73.1888603676,73.1888603676,26076040,0.0,1.0
2020-10-09 00:00:00+00:00,1510.45,1511.85,1487.0,1492.86,1648340,75.436292021,75.5062121169,74.2651304149,74.5577959591,32966800,0.0,1.0
2020-10-12 00:00:00+00:00,1564.59,1588.42,1529.3,1538.0,2767164,78.1402020147,79.3303419325,76.3777161692,76.8122196222,55343280,0.0,1.0
2020-10-13 00:00:00+00:00,1567.07,1585.16,1558.63,1577.01,1953609,78.2640604703,79.167527995,77.842542178,78.7604931511,39072180,0.0,1.0
2020-10-14 00:00:00+00:00,1563.44,1583.85,1545.895,1574.6,1659228,78.0827676502,79.1021027624,77.20651902,78.6401307003,33184560,0.0,1.0
2020-10-15 00:00:00+00:00,1555.47,1571.395,1541.1301,1544.5,1561485,77.684722533,78.4800636237,76.9685459737,77.1368486388,31229700,0.0,1.0
2020-10-16 00:00:00+00:00,1567.7,1577.71,1557.66,1561.83,1710325,78.2955245134,78.795453199,77.7940975401,78.00235954,34206500,0.0,1.0
2020-10-19 00:00:00+00:00,1529.95,1583.925,1522.92,1575.93,1486652,76.4101790708,79.1058484818,76.0590803036,78.7065547914,29733040,0.0,1.0
2020-10-20 00:00:00+00:00,1551.08,1573.84,1520.5,1523.11,2085915,77.4654730894,78.6021740768,75.9382184236,76.0685694595,41718300,0.0,1.0
2020-10-21 00:00:00+00:00,1585.99,1615.14,1567.135,1569.85,3016053,79.2089806233,80.6648169054,78.2673067605,78.4029018035,60321060,0.0,1.0
2020-10-22 00:00:00+00:00,1606.66,1613.42,1577.48,1585.0,1525773,80.2413008961,80.5789150733,78.7839663261,79.1595371269,30515460,0.0,1.0
2020-10-23 00:00:00+00:00,1632.98,1634.12,1611.91,1615.05,1527402,81.5557986987,81.6127336339,80.5035012556,80.6603220421,30548040,0.0,1.0
2020-10-26 00:00:00+00:00,1584.29,1629.58,1567.78,1615.0,1791317,79.1240776497,81.3859927516,78.2995199475,80.6578248958,35826340,0.0,1.0
2020-10-27 00:00:00+00:00,1598.88,1602.0,1576.99,1588.9319,1295138,79.8527449346,80.0085668626,78.7594942926,79.3559077162,25902760,0.0,1.0
2020-10-28 00:00:00+00:00,1510.8,1553.81,1508.48,1550.01,2258675,75.453772045,77.6018172764,75.3379044575,77.412034159,45173500,0.0,1.0
2020-10-29 00:00:00+00:00,1556.88,1588.735,1516.55,1517.02,2770343,77.7551420581,79.3460739541,75.7409438674,75.7644170424,55406860,0.0,1.0
2020-10-30 00:00:00+00:00,1616.11,1681.315,1601.57,1667.44,4996197,80.7132615433,83.9697900091,79.9870914046,83.276831916,99923940,0.0,1.0
2020-11-02 00:00:00+00:00,1624.32,1658.24,1614.24,1623.54,2211449,81.1232929627,82.8173570002,80.6198682724,81.0843374807,44228980,0.0,1.0
2020-11-03 00:00:00+00:00,1645.66,1659.0,1612.108,1630.76,1571641,82.1890749957,82.8553136237,80.5133899549,81.4449254038,31432820,0.0,1.0
2020-11-04 00:00:00+00:00,1745.85,1770.03,1703.0,1705.5803,3567149,87.1928567148,88.4004766566,85.0528023515,85.1816700825,71342980,0.0,1.0
2020-11-05 00:00:00+00:00,1762.5,1791.818,1741.03,1770.45,1987907,88.0244064266,89.4886331203,86.9521318133,88.4214526853,39758140,0.0,1.0
2020-11-06 00:00:00+00:00,1759.73,1768.495,1736.68,1751.34,1431084,87.8860645226,88.3238142657,86.7348800868,87.4670433765,28621680,0.0,1.0
2020-11-09 00:00:00+00:00,1761.42,1816.89,1757.545,1795.98,2672024,87.9704680669,90.7408021517,87.7769392301,89.6964955767,53440480,0.0,1.0
